4,12.38559281,14.47718907,14.39901083
5,12.12896095,13.25665098,12.30006651
6,12.31259938,14.08098403,11.70692764
7,12.66666784,14.52863724,12.60177079
8,13.63390341,14.28178517,13.67970001
9,14.63430057,15.58223021,15.28316072
10,15.54091506,16.37922605,15.76960543
11,15.54532651,17.54662321,16.77347408
12,16.93918892,18.67078071,17.83773879
13,17.09456227,20.08499,18.95053596
14,17.50139405,19.94278079,19.96886363
15,18.43224419,20.91831079,20.94359367
16,19.43600795,21.83754825,21.92373624
17,20.39820091,22.86637094,22.84530972
18,21.31146895,23.81475495,23.86887925
19,22.27961398,24.88201169,24.84425843
20,23.3452826,25.83050394,25.83699796
